"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"concord township, michigan","Population2000","2692","5512121: CapitalBot","null"
"grass lake, michigan","Population2000","1082","5512121: CapitalBot","null"
"grass lake charter township, michigan","Population2000","4586","5512121: CapitalBot","null"
"hanover, michigan","Population2000","424","5512121: CapitalBot","null"
"hanover township, jackson county, michigan","Population2000","3792","5512121: CapitalBot","null"
"henrietta township, michigan","Population2000","4483","5512121: CapitalBot","null"
"leoni township, michigan","Population2000","13459","5512121: CapitalBot","null"
"liberty township, jackson county, michigan","Population2000","2903","5512121: CapitalBot","null"
"michigan center, michigan","Population2000","4641","5512121: CapitalBot","null"
"napoleon township, michigan","Population2000","6962","5512121: CapitalBot","null"
"norvell township, michigan","Population2000","2922","5512121: CapitalBot","null"
"parma township, michigan","Population2000","2696","5512121: CapitalBot","null"
"pulaski township, michigan","Population2000","1931","5512121: CapitalBot","null"
"rives township, michigan","Population2000","4725","5512121: CapitalBot","null"
"sandstone charter township, michigan","Population2000","3801","5512121: CapitalBot","null"
"spring arbor township, michigan","Population2000","7577","5512121: CapitalBot","null"
"springport, michigan","Population2000","704","5512121: CapitalBot","null"
"springport township, michigan","Population2000","2182","5512121: CapitalBot","null"
"tompkins township, michigan","Population2000","2758","5512121: CapitalBot","null"
"vandercook lake, michigan","Population2000","4809","5512121: CapitalBot","null"
"waterloo township, michigan","Population2000","3069","5512121: CapitalBot","null"
"alamo township, michigan","Population2000","3820","5512121: CapitalBot","null"
"augusta, michigan","Population2000","899","5512121: CapitalBot","null"
"climax, michigan","Population2000","791","5512121: CapitalBot","null"
"climax township, michigan","Population2000","2412","5512121: CapitalBot","null"
"comstock township, michigan","Population2000","13851","5512121: CapitalBot","null"
"comstock northwest, michigan","Population2000","4472","5512121: CapitalBot","null"
"cooper township, michigan","Population2000","8754","5512121: CapitalBot","null"
"eastwood, michigan","Population2000","6265","5512121: CapitalBot","null"
"galesburg, michigan","Population2000","1988","5512121: CapitalBot","null"
"greater galesburg, michigan","Population2000","1631","5512121: CapitalBot","null"
"kalamazoo township, michigan","Population2000","21675","5512121: CapitalBot","null"
"oshtemo township, michigan","Population2000","17003","5512121: CapitalBot","null"
"parchment, michigan","Population2000","1936","5512121: CapitalBot","null"
"pavilion township, michigan","Population2000","5829","5512121: CapitalBot","null"
"prairie ronde township, michigan","Population2000","2086","5512121: CapitalBot","null"
"richland, michigan","Population2000","593","5512121: CapitalBot","null"
"ross township, michigan","Population2000","5047","5512121: CapitalBot","null"
"schoolcraft, michigan","Population2000","1587","5512121: CapitalBot","null"
"south gull lake, michigan","Population2000","1526","5512121: CapitalBot","null"
"texas charter township, michigan","Population2000","10919","5512121: CapitalBot","null"
"vicksburg, michigan","Population2000","2320","5512121: CapitalBot","null"
"wakeshma township, michigan","Population2000","1414","5512121: CapitalBot","null"
"westwood, michigan","Population2000","9122","5512121: CapitalBot","null"
"boardman township, michigan","Population2000","1373","5512121: CapitalBot","null"
"clearwater township, michigan","Population2000","2382","5512121: CapitalBot","null"
"coldsprings township, michigan","Population2000","1449","5512121: CapitalBot","null"
"excelsior township, michigan","Population2000","855","5512121: CapitalBot","null"
"garfield township, kalkaska county, michigan","Population2000","794","5512121: CapitalBot","null"
"kalkaska, michigan","Population2000","2226","5512121: CapitalBot","null"
"kalkaska township, michigan","Population2000","4830","5512121: CapitalBot","null"
"rapid river township, michigan","Population2000","1005","5512121: CapitalBot","null"
"ada township, michigan","Population2000","9882","5512121: CapitalBot","null"
"algoma township, michigan","Population2000","7596","5512121: CapitalBot","null"
"alpine township, michigan","Population2000","13976","5512121: CapitalBot","null"
"bowne township, michigan","Population2000","2743","5512121: CapitalBot","null"
"byron township, michigan","Population2000","17553","5512121: CapitalBot","null"
"byron center, michigan","Population2000","3777","5512121: CapitalBot","null"
"caledonia, michigan","Population2000","1102","5512121: CapitalBot","null"
"caledonia township, kent county, michigan","Population2000","8964","5512121: CapitalBot","null"
"cannon township, michigan","Population2000","12075","5512121: CapitalBot","null"
"cascade township, michigan","Population2000","15107","5512121: CapitalBot","null"
"cedar springs, michigan","Population2000","3112","5512121: CapitalBot","null"
"comstock park, michigan","Population2000","10674","5512121: CapitalBot","null"
"courtland township, michigan","Population2000","5817","5512121: CapitalBot","null"
"cutlerville, michigan","Population2000","15114","5512121: CapitalBot","null"
"east grand rapids, michigan","Population2000","10764","2384968: Kent county","null"
"east grand rapids, michigan","Population2000","10764","5512121: CapitalBot","null"
"forest hills, michigan","Population2000","20942","5512121: CapitalBot","null"
"grand rapids, michigan","Population2000","197800","201610: Pentawing","null"
"grand rapids, michigan","Population2000","197800","5512121: CapitalBot","null"
"grand rapids charter township, michigan","Population2000","14056","5512121: CapitalBot","null"
"grandville, michigan","Population2000","16263","5512121: CapitalBot","null"
"grattan township, michigan","Population2000","3551","5512121: CapitalBot","null"
"kent city, michigan","Population2000","1061","5512121: CapitalBot","null"
"kentwood, michigan","Population2000","45255","1826893: Knowpedia","null"
"kentwood, michigan","Population2000","45255","5512121: CapitalBot","null"
"lowell, michigan","Population2000","4013","5512121: CapitalBot","null"
"lowell township, michigan","Population2000","5219","5512121: CapitalBot","null"
"nelson township, michigan","Population2000","4192","5512121: CapitalBot","null"
"northview, michigan","Population2000","14730","5512121: CapitalBot","null"
"oakfield township, michigan","Population2000","5058","5512121: CapitalBot","null"
"rockford, michigan","Population2000","4626","5512121: CapitalBot","null"
"sand lake, michigan","Population2000","492","5512121: CapitalBot","null"
"sparta, michigan","Population2000","4159","1826893: Knowpedia","null"
"sparta, michigan","Population2000","4159","5512121: CapitalBot","null"
"sparta township, michigan","Population2000","8938","5512121: CapitalBot","null"
"spencer township, michigan","Population2000","3681","5512121: CapitalBot","null"
"vergennes township, michigan","Population2000","3611","5512121: CapitalBot","null"
"walker, michigan","Population2000","4801","4373711: ArkyBot","null"
"walker, michigan","Population2000","21842","5512121: CapitalBot","null"
"wyoming, michigan","Population2000","69368","2384968: Kent county","null"
"wyoming, michigan","Population2000","69368","5512121: CapitalBot","null"
"ahmeek, michigan","Population2000","157","5512121: CapitalBot","null"
"allouez township, michigan","Population2000","1584","5512121: CapitalBot","null"
"eagle harbor township, michigan","Population2000","2332","5512121: CapitalBot","null"
"grant township, keweenaw county, michigan","Population2000","172","5512121: CapitalBot","null"
"houghton township, michigan","Population2000","204","5512121: CapitalBot","null"
"sherman township, keweenaw county, michigan","Population2000","60","5512121: CapitalBot","null"
"baldwin, michigan","Population2000","1107","5512121: CapitalBot","null"
"chase township, michigan","Population2000","1194","5512121: CapitalBot","null"
"cherry valley township, michigan","Population2000","368","5512121: CapitalBot","null"
"ellsworth township, michigan","Population2000","821","5512121: CapitalBot","null"
"lake township, lake county, michigan","Population2000","849","5512121: CapitalBot","null"
"luther, michigan","Population2000","339","5512121: CapitalBot","null"
"newkirk township, michigan","Population2000","719","5512121: CapitalBot","null"
"peacock township, michigan","Population2000","445","5512121: CapitalBot","null"
"pinora township, michigan","Population2000","643","5512121: CapitalBot","null"
"pleasant plains township, michigan","Population2000","1535","5512121: CapitalBot","null"
"sauble township, michigan","Population2000","323","5512121: CapitalBot","null"
"sweetwater township, michigan","Population2000","238","5512121: CapitalBot","null"
"webber township, michigan","Population2000","1875","5512121: CapitalBot","null"
"yates township, michigan","Population2000","714","5512121: CapitalBot","null"
"almont, michigan","Population2000","2803","5512121: CapitalBot","null"
"almont township, michigan","Population2000","6041","5512121: CapitalBot","null"
"attica township, michigan","Population2000","4678","5512121: CapitalBot","null"
"barnes lake-millers lake, michigan","Population2000","1187","5512121: CapitalBot","null"
"burlington township, lapeer county, michigan","Population2000","1402","5512121: CapitalBot","null"
"burnside township, michigan","Population2000","1920","5512121: CapitalBot","null"
"clifford, michigan","Population2000","324","5512121: CapitalBot","null"
"columbiaville, michigan","Population2000","815","5512121: CapitalBot","null"
